,image_id,question,question_id,answer
16848,19744,Is a bottle on the table?,197441,yes
16849,900197441,Is a bottle on the table?,900197441,no
16850,8229,Is it crowded?,82291,no
16851,900082291,Is it crowded?,900082291,yes
16852,17140,Are both the plants on tablecloths?,171402,no
16853,900171402,Are both the plants on tablecloths?,900171402,yes
16854,9858,Is the man riding his bicycle?,98580,no
16855,900098580,Is the man riding his bicycle?,900098580,yes
16856,11528,Is anybody eating on the blanket?,115282,no
16857,900115282,Is anybody eating on the blanket?,900115282,yes
16858,7754,Is the man angry with the baby or the dog?,77540,no
16859,900077540,Is the man angry with the baby or the dog?,900077540,yes
16860,13595,IS the duck looking at the sandwich?,135952,no
16861,1425,Is she dancing with the chair?,14250,no
16862,900014250,Is she dancing with the chair?,900014250,yes
16863,16807,Are all the flowers the same?,168072,no
16864,900168072,Are all the flowers the same?,900168072,yes
16865,17098,Have the eggs hatched?,170982,no
16866,18983,Are the boy's parents there?,189832,no
16867,900189832,Are the boy's parents there?,900189832,yes
16868,12182,Is the couch against the wall?,121822,yes
16869,900121822,Is the couch against the wall?,900121822,no
16870,17709,Is she eating?,177091,yes
16871,900177091,Is she eating?,900177091,no
16872,4510,Is the dog chasing the cat?,45100,yes
16873,900045100,Is the dog chasing the cat?,900045100,no
16874,6602,Is the mouse next to the fireplace hiding from the cat?,66021,yes
16875,900066021,Is the mouse next to the fireplace hiding from the cat?,900066021,no
16876,13820,Is the man in the middle of nowhere?,138202,yes
16877,900138202,Is the man in the middle of nowhere?,900138202,no
16878,18190,Is the girl catching the football?,181900,yes
16879,900181900,Is the girl catching the football?,900181900,no
16880,13566,Is the day sunny?,135662,yes
16881,900135662,Is the day sunny?,900135662,no
16882,17624,Is the man on the couch holding a big cake?,176240,yes
16883,900176240,Is the man on the couch holding a big cake?,900176240,no
16884,13655,Is the woman dying?,136550,no
16885,13634,Is she jumping rope?,136340,yes
16886,900136340,Is she jumping rope?,900136340,no
16887,15191,Is the cat on the stool?,151910,yes
16888,900151910,Is the cat on the stool?,900151910,no
16889,1038,Is the man tossing the cat off of the sofa?,10380,no
16890,900010380,Is the man tossing the cat off of the sofa?,900010380,yes
16891,307,Is the man following the birds?,3071,no
16892,900003071,Is the man following the birds?,900003071,yes
16893,8580,Is the duck going to attack the woman?,85801,no
16894,900085801,Is the duck going to attack the woman?,900085801,yes
16895,19370,Is there a fire lit?,193702,yes
16896,900193702,Is there a fire lit?,900193702,no
16897,10508,Are they having turkey?,105080,no
16898,17721,Is the cat sleeping?,177212,yes
16899,900177212,Is the cat sleeping?,900177212,no
16900,15459,Is the cat on the arm of the sofa?,154592,yes
16901,900154592,Is the cat on the arm of the sofa?,900154592,no
16902,14682,Can the smaller person get a license to drive a motorcycle?,146820,no
16903,385,Does the door look natural?,3852,no
16904,900003852,Does the door look natural?,900003852,yes
16905,1186,Is she dancing?,11861,yes
16906,900011861,Is she dancing?,900011861,no
16907,3022,Is this an older couple?,30222,yes
16908,900030222,Is this an older couple?,900030222,no
16909,13398,Is the baby alone?,133981,yes
16910,900133981,Is the baby alone?,900133981,no
16911,1775,Is the picture of the lady a relative?,17752,yes
16912,6860,Did the man fall?,68602,yes
16913,900068602,Did the man fall?,900068602,no
16914,308,Is the man running?,3081,yes
16915,900003081,Is the man running?,900003081,no
16916,15738,Do they have glasses for the wine?,157382,no
16917,900157382,Do they have glasses for the wine?,900157382,yes
16918,12403,Is the girl walking on the grass?,124031,no
16919,900124031,Is the girl walking on the grass?,900124031,yes
16920,7929,Is the table set for dinner?,79291,no
16921,900079291,Is the table set for dinner?,900079291,yes
16922,91,Is there a bottle of wine sitting on a table?,911,yes
16923,900000911,Is there a bottle of wine sitting on a table?,900000911,no
16924,19341,Is there a dog?,193411,yes
16925,900193411,Is there a dog?,900193411,no
16926,9910,Is there a net he could kick the soccer ball into?,99102,no
16927,6614,Is there a plant?,66142,yes
16928,900066142,Is there a plant?,900066142,no
16929,1208,Are they fighting?,12082,no
16930,900012082,Are they fighting?,900012082,yes
16931,13815,Is that raccoon going to steal the food?,138151,yes
16932,900138151,Is that raccoon going to steal the food?,900138151,no
16933,8024,Is the girl moving?,80241,yes
16934,900080241,Is the girl moving?,900080241,no
16935,17607,Are the men having the same thing for dinner?,176072,no
16936,900176072,Are the men having the same thing for dinner?,900176072,yes
16937,2659,Is the guy tickling the lady?,26591,yes
16938,900026591,Is the guy tickling the lady?,900026591,no
16939,17634,Are the grills empty?,176341,yes
16940,900176341,Are the grills empty?,900176341,no
16941,13834,Are the curtains open?,138342,yes
16942,11682,Are the kids playing hide and seek?,116820,yes
16943,900116820,Are the kids playing hide and seek?,900116820,no
16944,2486,Is it sunny?,24862,yes
16945,900024862,Is it sunny?,900024862,no
16946,15594,Are they playing a game?,155940,yes
16947,900155940,Are they playing a game?,900155940,no
16948,13404,Is the TV turned on?,134041,no
16949,900134041,Is the TV turned on?,900134041,yes
16950,13326,Are there any toys in the sandbox?,133262,no
16951,900133262,Are there any toys in the sandbox?,900133262,yes
16952,15287,Is there a slide?,152871,yes
16953,900152871,Is there a slide?,900152871,no
16954,11660,Is the baby waiting for someone?,116600,yes
16955,900116600,Is the baby waiting for someone?,900116600,no
16956,7041,Is each person is wearing glasses?,70412,no
16957,13974,Does this home have any furniture?,139741,no
16958,900139741,Does this home have any furniture?,900139741,yes
16959,12137,Are the animals next to fire?,121370,yes
16960,900121370,Are the animals next to fire?,900121370,no
16961,14123,Does the curtains match the sofa?,141231,yes
16962,900141231,Does the curtains match the sofa?,900141231,no
16963,11162,Are there young people in this picture?,111621,no
16964,900111621,Are there young people in this picture?,900111621,yes
16965,8369,Is the girl punished?,83691,yes
16966,900083691,Is the girl punished?,900083691,no
16967,16234,Is the mouse safe?,162341,no
16968,900162341,Is the mouse safe?,900162341,yes
16969,5459,Is the man dancing?,54590,no
16970,900054590,Is the man dancing?,900054590,yes
16971,15861,Is the picture on the wall a desert?,158612,no
16972,4909,Is there trees?,49092,no
16973,900049092,Is there trees?,900049092,yes
16974,15987,Does the child have a lot of hair?,159872,no
16975,900159872,Does the child have a lot of hair?,900159872,yes
16976,18512,Are the shadows accurate relative to the light source in this scene?,185122,no
16977,900185122,Are the shadows accurate relative to the light source in this scene?,900185122,yes
16978,10268,Does the woman see the rat?,102681,yes
16979,900102681,Does the woman see the rat?,900102681,no
16980,7094,Is an argument happening?,70942,yes
16981,900070942,Is an argument happening?,900070942,no
16982,6691,Do the curtains match?,66912,no
16983,900066912,Do the curtains match?,900066912,yes
16984,17399,Can you see any nails in the wall?,173992,no
16985,8546,Is she sitting in the air?,85460,no
16986,900085460,Is she sitting in the air?,900085460,yes
16987,4764,Does the dog belong to the man?,47641,yes
16988,900047641,Does the dog belong to the man?,900047641,no
16989,17827,Is the dog facing the man?,178270,no
16990,900178270,Is the dog facing the man?,900178270,yes
16991,11756,Is the fireplace white?,117560,yes
16992,11999,Is the sun shining?,119991,no
16993,900119991,Is the sun shining?,900119991,yes
16994,17363,Are the curtains blue?,173632,no
16995,5004,Is the boy acrobatic?,50040,yes
16996,900050040,Is the boy acrobatic?,900050040,no
16997,15705,Is she watching TV?,157050,yes
16998,900157050,Is she watching TV?,900157050,no
16999,10488,Is it winter?,104882,no
17000,15533,Is the girl dancing?,155331,yes
17001,900155331,Is the girl dancing?,900155331,no
17002,5795,Is there a painting on the wall?,57951,yes
17003,900057951,Is there a painting on the wall?,900057951,no
17004,11584,Is this woman standing?,115840,yes
17005,900115840,Is this woman standing?,900115840,no
17006,18100,Does the girl have any real human friends in this picture?,181000,no
17007,900181000,Does the girl have any real human friends in this picture?,900181000,yes
17008,17954,Is the dog likely running fast?,179540,yes
17009,900179540,Is the dog likely running fast?,900179540,no
17010,5188,Is this lady taking care of her baby?,51881,yes
17011,900051881,Is this lady taking care of her baby?,900051881,no
17012,15723,Is the grill being used?,157232,yes
17013,900157232,Is the grill being used?,900157232,no
17014,13946,Is the boy feeding bread to the ducks?,139462,yes
17015,900139462,Is the boy feeding bread to the ducks?,900139462,no
17016,15562,Is there a fire in the fireplace?,155620,yes
17017,6185,Is the cat playing with yarn?,61850,yes
17018,900061850,Is the cat playing with yarn?,900061850,no
17019,13996,Is the baby lonely?,139960,no
17020,900139960,Is the baby lonely?,900139960,yes
17021,580,Is the girl eating a green popsicle?,5801,yes
17022,900005801,Is the girl eating a green popsicle?,900005801,no
17023,6754,Is the woman on the left roasting food on a stick?,67540,yes
17024,900067540,Is the woman on the left roasting food on a stick?,900067540,no
17025,18503,Is the woman in a natural position?,185030,yes
17026,900185030,Is the woman in a natural position?,900185030,no
17027,5909,Do you think this man is a grandfather?,59092,yes
17028,900059092,Do you think this man is a grandfather?,900059092,no
17029,16304,Are both animals sleeping?,163041,no
17030,900163041,Are both animals sleeping?,900163041,yes
17031,17547,Are those mushrooms dangerous to eat?,175472,yes
17032,19306,Are women having a picnic?,193060,yes
17033,900193060,Are women having a picnic?,900193060,no
17034,1521,Is it cold out?,15210,yes
17035,900015210,Is it cold out?,900015210,no
17036,13531,Is the woman riding an orange bike?,135312,yes
17037,900135312,Is the woman riding an orange bike?,900135312,no
17038,13269,Is the bread for the girl?,132690,no
17039,900132690,Is the bread for the girl?,900132690,yes
17040,18523,Is the young boy a redhead?,185230,yes
17041,900185230,Is the young boy a redhead?,900185230,no
17042,18951,Does the boy like his babysitter?,189510,yes
17043,900189510,Does the boy like his babysitter?,900189510,no
17044,14769,Are the two young men friends?,147691,yes
17045,900147691,Are the two young men friends?,900147691,no
17046,6086,Is the girl sitting in a blue chair?,60862,yes
17047,900060862,Is the girl sitting in a blue chair?,900060862,no
17048,17239,Are there lots of animals in the picture?,172392,yes
17049,900172392,Are there lots of animals in the picture?,900172392,no
17050,3135,Is the dog awake?,31352,no
17051,900031352,Is the dog awake?,900031352,yes
17052,15998,Is the man asleep?,159981,no
17053,900159981,Is the man asleep?,900159981,yes
17054,19195,Is the child sad?,191952,no
17055,900191952,Is the child sad?,900191952,yes
17056,17452,Is the girl tossing the ball at the birds?,174520,no
17057,900174520,Is the girl tossing the ball at the birds?,900174520,yes
17058,10310,Is there a beehive on the tree?,103102,yes
17059,900103102,Is there a beehive on the tree?,900103102,no
17060,18969,Are there any beehives in the picture?,189691,yes
17061,900189691,Are there any beehives in the picture?,900189691,no
17062,1835,Is there a chair?,18352,no
17063,900018352,Is there a chair?,900018352,yes
17064,9292,Is the cat warm?,92922,yes
17065,900092922,Is the cat warm?,900092922,no
17066,19776,Is the moon in the sky?,197762,yes
17067,900197762,Is the moon in the sky?,900197762,no
17068,3857,Is the little girl in love with riding the slide?,38571,yes
17069,900038571,Is the little girl in love with riding the slide?,900038571,no
17070,2911,Are there butterflies in the bushes?,29112,yes
17071,900029112,Are there butterflies in the bushes?,900029112,no
17072,18260,Does the girl put away her toys as soon as she's done playing with them?,182602,no
17073,900182602,Does the girl put away her toys as soon as she's done playing with them?,900182602,yes
17074,7274,Is the boy going down the slide?,72741,yes
17075,900072741,Is the boy going down the slide?,900072741,no
17076,1233,Is it night time?,12331,no
17077,900012331,Is it night time?,900012331,yes
17078,8435,Are the babies twins?,84351,yes
17079,900084351,Are the babies twins?,900084351,no
17080,5789,Does he own 2 of the same toy?,57892,yes
17081,900057892,Does he own 2 of the same toy?,900057892,no
17082,18432,Is the cloud blocking most of the sun?,184322,yes
17083,900184322,Is the cloud blocking most of the sun?,900184322,no
17084,8690,Is the television sitting on an entertainment center?,86902,no
17085,900086902,Is the television sitting on an entertainment center?,900086902,yes
17086,4990,Would the girl have a place to hide?,49901,yes
17087,900049901,Would the girl have a place to hide?,900049901,no
17088,14329,Can you see a mouse hole in the baseboard?,143292,no
17089,13367,Is the baby crying?,133670,yes
17090,900133670,Is the baby crying?,900133670,no
17091,14956,Could the picture be happening at midnight?,149561,no
17092,900149561,Could the picture be happening at midnight?,900149561,yes
17093,7766,Is there a portrait on the wall?,77661,yes
17094,900077661,Is there a portrait on the wall?,900077661,no
17095,16164,Are the window pains square?,161641,no
17096,900161641,Are the window pains square?,900161641,yes
17097,2896,Are the curtains all the same fabric?,28962,yes
17098,900028962,Are the curtains all the same fabric?,900028962,no
17099,18128,Is that a normal placement for the door frame?,181282,no
17100,900181282,Is that a normal placement for the door frame?,900181282,yes
17101,5394,Will the women fall?,53942,no
17102,900053942,Will the women fall?,900053942,yes
17103,15161,Is the man on the right standing in front of a picture?,151611,yes
17104,900151611,Is the man on the right standing in front of a picture?,900151611,no
17105,9747,Is the sun up?,97472,yes
17106,900097472,Is the sun up?,900097472,no
17107,5024,Is the lady watching her kids?,50241,no
17108,900050241,Is the lady watching her kids?,900050241,yes
17109,7476,Is that a full moon?,74760,yes
17110,900074760,Is that a full moon?,900074760,no
17111,13083,Is the boy on the couch choking?,130830,no
17112,900130830,Is the boy on the couch choking?,900130830,yes
17113,16859,Are the windows identical?,168591,no
17114,900168591,Are the windows identical?,900168591,yes
17115,1594,Is the woman watching the baby?,15940,yes
17116,900015940,Is the woman watching the baby?,900015940,no
17117,11703,Is there a man sitting on top of a park bench?,117031,yes
17118,900117031,Is there a man sitting on top of a park bench?,900117031,no
17119,19683,Is there a pattern on the couch?,196830,no
17120,6693,Is the kitten asleep?,66932,yes
17121,900066932,Is the kitten asleep?,900066932,no
17122,3700,Is the woman dressed formally?,37001,no
17123,6974,Is the woman about to get off of the couch?,69740,no
17124,900069740,Is the woman about to get off of the couch?,900069740,yes
17125,5578,Are there any ducks?,55781,yes
17126,900055781,Are there any ducks?,900055781,no
17127,4014,Are these two people related?,40141,yes
17128,900040141,Are these two people related?,900040141,no
17129,13137,Are the people in the park diverse?,131370,yes
17130,900131370,Are the people in the park diverse?,900131370,no
17131,4347,Is the log capable of rolling down hill here?,43471,no
17132,900043471,Is the log capable of rolling down hill here?,900043471,yes
17133,4759,Are their eyes closed?,47592,no
17134,900047592,Are their eyes closed?,900047592,yes
17135,1186,Is her coat hanging on the coat rack?,11862,no
17136,900011862,Is her coat hanging on the coat rack?,900011862,yes
17137,13233,Is the babysitting with a shovel?,132332,yes
17138,900132332,Is the babysitting with a shovel?,900132332,no
17139,11527,Does the grass need to be watered?,115271,no
17140,8088,Is the little girl all alone?,80881,yes
17141,900080881,Is the little girl all alone?,900080881,no
17142,179,Are the girl and boy happy to see each other?,1790,yes
17143,900001790,Are the girl and boy happy to see each other?,900001790,no
17144,4609,IS the brown chair next to the window?,46090,yes
17145,900046090,IS the brown chair next to the window?,900046090,no
17146,13099,Is the woman throwing a cat at the man?,130992,yes
17147,900130992,Is the woman throwing a cat at the man?,900130992,no
17148,13970,Is there a beehive in the tree?,139700,yes
17149,900139700,Is there a beehive in the tree?,900139700,no
17150,9612,Is the dog good with kids?,96121,yes
17151,900096121,Is the dog good with kids?,900096121,no
17152,7786,Is the man playing video games?,77861,yes
17153,900077861,Is the man playing video games?,900077861,no
17154,19914,Are all of the kids playing soccer?,199141,yes
17155,900199141,Are all of the kids playing soccer?,900199141,no
17156,17166,Does this woman practice yoga daily?,171661,yes
17157,900171661,Does this woman practice yoga daily?,900171661,no
17158,6456,Is the child having fun?,64562,yes
17159,900064562,Is the child having fun?,900064562,no
17160,4876,Is the woman on the picnic blanket hungry?,48761,no
17161,900048761,Is the woman on the picnic blanket hungry?,900048761,yes
17162,15046,Is the baby having fun?,150460,yes
17163,900150460,Is the baby having fun?,900150460,no
17164,16750,Is the baby trying to jump off of the sofa?,167500,no
17165,900167500,Is the baby trying to jump off of the sofa?,900167500,yes
17166,11358,Is the fire cooking?,113582,no
17167,900113582,Is the fire cooking?,900113582,yes
17168,6276,Does the lady in blue have a camera?,62762,no
17169,900062762,Does the lady in blue have a camera?,900062762,yes
17170,4513,Do the children look like siblings?,45132,yes
17171,900045132,Do the children look like siblings?,900045132,no
17172,15211,Is the lady happy?,152112,yes
17173,900152112,Is the lady happy?,900152112,no
17174,10464,Does the boy have reddish hair?,104642,yes
17175,900104642,Does the boy have reddish hair?,900104642,no
17176,4676,Is the dog asleep?,46762,yes
17177,900046762,Is the dog asleep?,900046762,no
17178,11688,Is the mother concerned?,116880,yes
17179,900116880,Is the mother concerned?,900116880,no
17180,6625,Did the man frighten the cat?,66251,yes
17181,900066251,Did the man frighten the cat?,900066251,no
17182,9375,Is the young lady worried about her food?,93752,yes
17183,900093752,Is the young lady worried about her food?,900093752,no
17184,4050,Is there a TV?,40501,yes
17185,900040501,Is there a TV?,900040501,no
17186,11397,Is there food on the grill?,113971,no
17187,900113971,Is there food on the grill?,900113971,yes
17188,10538,Is anything on the shelf?,105382,no
17189,900105382,Is anything on the shelf?,900105382,yes
17190,15086,Is the man climbing a tree?,150862,no
17191,900150862,Is the man climbing a tree?,900150862,yes
17192,5294,Are the books falling off the tree?,52942,no
17193,900052942,Are the books falling off the tree?,900052942,yes
17194,15456,Is the door on the left side of picture?,154561,no
17195,900154561,Is the door on the left side of picture?,900154561,yes
17196,910,Is the man holding a red skateboard?,9102,yes
17197,900009102,Is the man holding a red skateboard?,900009102,no
17198,5219,Should she sit on the table?,52191,no
17199,900052191,Should she sit on the table?,900052191,yes
17200,1604,Would you say the furniture goes together?,16042,no
17201,900016042,Would you say the furniture goes together?,900016042,yes
17202,13323,The window frames are both white?,133232,no
17203,900133232,The window frames are both white?,900133232,yes
17204,598,Is the mom getting mad at the kids?,5980,yes
17205,900005980,Is the mom getting mad at the kids?,900005980,no
17206,18319,Is the log on top of the dog?,183191,no
17207,900183191,Is the log on top of the dog?,900183191,yes
17208,10711,Is there a blue ball of yarn on the floor?,107112,no
17209,11207,Is the man bored?,112070,yes
17210,900112070,Is the man bored?,900112070,no
17211,10606,Is she standing?,106062,no
17212,900106062,Is she standing?,900106062,yes
17213,13584,Are there pictures?,135841,yes
17214,900135841,Are there pictures?,900135841,no
17215,11936,Is the cat watching the woman?,119361,yes
17216,900119361,Is the cat watching the woman?,900119361,no
17217,10341,Is he eating by himself?,103411,yes
17218,900103411,Is he eating by himself?,900103411,no
17219,12794,IS the picture on the wall?,127942,yes
17220,900127942,IS the picture on the wall?,900127942,no
17221,16609,Can the kids feet touch the ground?,166092,no
17222,900166092,Can the kids feet touch the ground?,900166092,yes
17223,19941,The boys are catching their dinner?,199410,no
17224,900199410,The boys are catching their dinner?,900199410,yes
17225,13464,Are the two girls having a party?,134640,yes
17226,900134640,Are the two girls having a party?,900134640,no
17227,17315,Is the baby sleeping?,173151,yes
17228,900173151,Is the baby sleeping?,900173151,no
17229,2032,Is it raining?,20322,no
17230,5775,Are the women having a picnic?,57750,yes
17231,900057750,Are the women having a picnic?,900057750,no
17232,3631,Is this a desert?,36312,no
17233,13116,Is the girl reading?,131162,yes
17234,900131162,Is the girl reading?,900131162,no
17235,12939,Is the young boy petting his cat?,129390,yes
17236,900129390,Is the young boy petting his cat?,900129390,no
17237,17114,Is the man resting?,171142,yes
17238,900171142,Is the man resting?,900171142,no
17239,16814,Are there any insects?,168141,yes
17240,900168141,Are there any insects?,900168141,no
17241,19799,Is this a friendly gathering?,197990,yes
17242,900197990,Is this a friendly gathering?,900197990,no
17243,8134,Are there more trees than logs?,81341,yes
17244,900081341,Are there more trees than logs?,900081341,no
17245,1678,Is this feast in honor of the dog?,16780,no
17246,19313,Is the boy running from the girl?,193130,yes
17247,900193130,Is the boy running from the girl?,900193130,no
17248,17589,Is he a child?,175890,yes
17249,900175890,Is he a child?,900175890,no
17250,16455,Is the fish swimming alone?,164551,yes
17251,900164551,Is the fish swimming alone?,900164551,no
17252,14125,Is the dog begging for food?,141250,yes
17253,900141250,Is the dog begging for food?,900141250,no
17254,16631,Is the guy kicking the ball?,166311,no
17255,900166311,Is the guy kicking the ball?,900166311,yes
17256,16647,Is the woman walking on the grass?,166471,no
17257,900166471,Is the woman walking on the grass?,900166471,yes
17258,6694,Are they happy?,66940,yes
17259,900066940,Are they happy?,900066940,no
17260,1079,Is the boy on the picnic blanket wearing a shirt?,10791,yes
17261,13134,Are the grandma and the girl trying to sit on imaginary chairs?,131341,yes
17262,900131341,Are the grandma and the girl trying to sit on imaginary chairs?,900131341,no
17263,16139,Are the curtains white?,161392,no
17264,900161392,Are the curtains white?,900161392,yes
17265,9132,Are the curtains tied back?,91321,yes
17266,14127,Is the bunny sitting under a tree?,141271,yes
17267,900141271,Is the bunny sitting under a tree?,900141271,no
17268,12901,Are the people in the picture elderly?,129011,yes
17269,900129011,Are the people in the picture elderly?,900129011,no
17270,11982,Is the couch parallel to the rug?,119822,no
17271,900119822,Is the couch parallel to the rug?,900119822,yes
17272,18093,Is the lady bending to pick up the dog?,180931,no
17273,900180931,Is the lady bending to pick up the dog?,900180931,yes
17274,3079,Is the girl using the grill?,30790,no
17275,900030790,Is the girl using the grill?,900030790,yes
17276,6858,Are there any people visible?,68580,no
17277,900068580,Are there any people visible?,900068580,yes
17278,5934,Is the lady on the bench having a good time?,59340,yes
17279,900059340,Is the lady on the bench having a good time?,900059340,no
17280,6386,Are there enough toys to invite a friend?,63861,yes
17281,17148,Is everyone at the campfire old enough to drink alcohol?,171480,yes
17282,900171480,Is everyone at the campfire old enough to drink alcohol?,900171480,no
17283,4339,Are the dimensions of the windows identical?,43391,no
17284,900043391,Are the dimensions of the windows identical?,900043391,yes
17285,16926,Are there any animal in the pond?,169261,no
17286,900169261,Are there any animal in the pond?,900169261,yes
17287,7583,Are both people children?,75830,yes
17288,900075830,Are both people children?,900075830,no
17289,19612,Are there any plants?,196120,yes
17290,900196120,Are there any plants?,900196120,no
17291,2409,Does the scooter have an exhaust pipe?,24092,yes
17292,4949,Does the woman enjoy being out in nature?,49490,yes
17293,900049490,Does the woman enjoy being out in nature?,900049490,no
17294,12521,Is the door closed?,125211,yes
17295,14997,Are the kids playing soccer?,149971,yes
17296,900149971,Are the kids playing soccer?,900149971,no
17297,9763,Is there a fireplace?,97631,yes
17298,900097631,Is there a fireplace?,900097631,no
17299,19055,Is the woman on the floor petting a dog?,190551,yes
17300,900190551,Is the woman on the floor petting a dog?,900190551,no
17301,4558,Can you see the moon?,45582,yes
17302,900045582,Can you see the moon?,900045582,no
17303,1691,Are there any animals?,16912,yes
17304,900016912,Are there any animals?,900016912,no
17305,7919,Is he leaving?,79190,yes
17306,900079190,Is he leaving?,900079190,no
17307,8283,Is this position usually found in stadiums?,82830,no
17308,900082830,Is this position usually found in stadiums?,900082830,yes
17309,16604,Is there a door?,166042,yes
17310,900166042,Is there a door?,900166042,no
17311,2236,Is the sun hiding behind the tree?,22362,yes
17312,900022362,Is the sun hiding behind the tree?,900022362,no
17313,14781,Is the little boy falling from the monkey bars?,147810,no
17314,900147810,Is the little boy falling from the monkey bars?,900147810,yes
17315,13814,Is the path paved?,138142,yes
17316,900138142,Is the path paved?,900138142,no
17317,2860,Is the girl's friend coming?,28600,no
17318,900028600,Is the girl's friend coming?,900028600,yes
17319,6227,Is the dog chasing the rabbit?,62272,yes
17320,900062272,Is the dog chasing the rabbit?,900062272,no
17321,6711,Are the ducks walking on water?,67112,yes
17322,900067112,Are the ducks walking on water?,900067112,no
17323,3722,Is she dropping down from the monkey bars?,37220,yes
17324,900037220,Is she dropping down from the monkey bars?,900037220,no
17325,2597,Is the woman getting ready to jump in front of bicycle's path?,25972,no
17326,900025972,Is the woman getting ready to jump in front of bicycle's path?,900025972,yes
17327,2227,Is he on the couch?,22270,no
17328,900022270,Is he on the couch?,900022270,yes
17329,3366,Might the blue bird have laid the blue eggs?,33660,yes
17330,8652,Are the curtains solid?,86521,yes
17331,900086521,Are the curtains solid?,900086521,no
17332,8625,Is the girl going to drink the wine?,86252,no
17333,900086252,Is the girl going to drink the wine?,900086252,yes
17334,4027,Is there a rug in this picture?,40272,no
17335,900040272,Is there a rug in this picture?,900040272,yes
17336,1552,Are the man and the girl related?,15522,yes
17337,900015522,Are the man and the girl related?,900015522,no
17338,7555,Is the man sitting down?,75551,no
17339,900075551,Is the man sitting down?,900075551,yes
17340,18836,Are they dancing?,188360,yes
17341,900188360,Are they dancing?,900188360,no
17342,9260,Is the dog under the chair?,92602,no
17343,900092602,Is the dog under the chair?,900092602,yes
17344,19976,Are they dancing in the dark?,199762,no
17345,900199762,Are they dancing in the dark?,900199762,yes
17346,12165,Is the woman in the black shirt doing aerobics?,121650,yes
17347,900121650,Is the woman in the black shirt doing aerobics?,900121650,no
17348,6498,Are they sharing food?,64980,yes
17349,900064980,Are they sharing food?,900064980,no
17350,1716,Is it daytime?,17161,yes
17351,16683,Is the pond empty?,166831,yes
17352,13563,Is the old man bald?,135632,yes
17353,4546,Could they be studying?,45460,yes
17354,900045460,Could they be studying?,900045460,no
17355,14761,Is the soccer ball sitting on the dirt?,147612,no
17356,900147612,Is the soccer ball sitting on the dirt?,900147612,yes
17357,16044,Is a pillow on the floor?,160442,yes
17358,900160442,Is a pillow on the floor?,900160442,no
17359,15040,Is the man air composing fake music?,150400,yes
17360,17017,Did he make the bread at the park?,170172,no
17361,900170172,Did he make the bread at the park?,900170172,yes
17362,11129,Do they seem drunk?,111292,yes
17363,900111292,Do they seem drunk?,900111292,no
17364,10565,Can this environment support life?,105652,yes
17365,15100,Is the young man scared that the moon is out during the day?,151002,no
17366,900151002,Is the young man scared that the moon is out during the day?,900151002,yes
17367,13356,Is there a frisbee?,133562,yes
17368,900133562,Is there a frisbee?,900133562,no
17369,14105,Is the lady sitting down on a blanket?,141050,yes
17370,900141050,Is the lady sitting down on a blanket?,900141050,no
17371,3908,Is the time of day likely to be the middle of the night?,39082,no
17372,16817,Is the man playing fetch with the dog?,168170,yes
17373,900168170,Is the man playing fetch with the dog?,900168170,no
17374,10851,Is the woman good at knitting?,108511,yes
17375,900108511,Is the woman good at knitting?,900108511,no
17376,16478,Is the coat rack blocking the view?,164781,yes
17377,900164781,Is the coat rack blocking the view?,900164781,no
17378,9963,Is the boy upset?,99631,yes
17379,900099631,Is the boy upset?,900099631,no
17380,2919,Did the boy climb a ladder?,29192,yes
17381,900029192,Did the boy climb a ladder?,900029192,no
17382,12687,Is the baby sitting on the bench?,126870,no
17383,900126870,Is the baby sitting on the bench?,900126870,yes
17384,10438,Does the tablecloth match the curtain on the right?,104381,yes
17385,900104381,Does the tablecloth match the curtain on the right?,900104381,no
17386,16665,Are the children the same ethnicity?,166652,no
17387,900166652,Are the children the same ethnicity?,900166652,yes
17388,18586,Is there fish in the pond?,185861,no
17389,900185861,Is there fish in the pond?,900185861,yes
17390,8613,Are the people dancing?,86131,yes
17391,900086131,Are the people dancing?,900086131,no
17392,13432,Is there a tablecloth?,134321,no
17393,900134321,Is there a tablecloth?,900134321,yes
17394,13940,Is the little dog playing in front of the bench?,139400,yes
17395,900139400,Is the little dog playing in front of the bench?,900139400,no
17396,17990,Is there a bird in the background?,179902,yes
17397,900179902,Is there a bird in the background?,900179902,no
17398,17375,Is the lady covering her face?,173750,yes
17399,900173750,Is the lady covering her face?,900173750,no
17400,2461,Are the animals allowed on the furniture?,24610,yes
17401,900024610,Are the animals allowed on the furniture?,900024610,no
17402,1452,Is the woman afraid of all the raccoons?,14521,yes
17403,900014521,Is the woman afraid of all the raccoons?,900014521,no
17404,14702,Do they look relaxed?,147020,yes
17405,900147020,Do they look relaxed?,900147020,no
17406,19678,Is it a bright day?,196782,yes
17407,900196782,Is it a bright day?,900196782,no
17408,5689,Would it hurt the fish if one of the humans took that fish out of the pond?,56892,yes
17409,10446,Is there an animal on the couch?,104460,yes
17410,900104460,Is there an animal on the couch?,900104460,no
17411,5582,Do you think that baby can touch the lowest painting?,55822,yes
17412,900055822,Do you think that baby can touch the lowest painting?,900055822,no
17413,16742,Is the man in the red shirt wanting the food on the table?,167422,yes
17414,900167422,Is the man in the red shirt wanting the food on the table?,900167422,no
17415,19903,Is it sunny?,199032,yes
17416,900199032,Is it sunny?,900199032,no
